checking_acc,duration_mnth,credit_hist,purpose,credit_amt,savings_acc,emp_status,installment_rate,pstatus_sex,guarantor,Residence_LOS,property,age,installment_plan,housing,existing_credit,job,dependents,telephone,foreign_worker,credit
none,24,Existing credits paid back duly,new car,1393,Less than 100 DM,Btw 1 to 4 years,2,male_single,guarantor,2,real estate,31,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,12,Critical account,new car,691,Less than 100 DM,Greater than 7 years,4,male_single,none,3,BSSA or life insurance,35,none,own,2,skilled employee,1,none,yes,good
none,15,Critical account,new car,5045,none,Greater than 7 years,1,female_divorced/separated/married,none,4,car or other,59,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,18,Critical account,furniture/equipment,2124,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,real estate,24,none,rent,2,skilled employee,1,none,yes,good
Less than 0 DM,12,Existing credits paid back duly,radio/television,2214,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,3,BSSA or life insurance,24,none,own,1,unskilled - resident,1,none,yes,bad
none,21,Critical account,new car,12680,none,Greater than 7 years,4,male_single,none,4,none,30,none,free,1,self-employed/management employee,1,registered,yes,good
none,24,Critical account,new car,2463,Btw 100 to 499 DM,Btw 4 to 7 years,4,male_married/widowed,none,3,BSSA or life insurance,27,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,1155,Less than 100 DM,Greater than 7 years,3,male_married/widowed,guarantor,3,real estate,40,bank,own,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,30,Existing credits paid back duly,furniture/equipment,3108,Less than 100 DM,Less than a year,2,male_divorced/separated,none,4,BSSA or life insurance,31,none,own,1,unskilled - resident,1,none,yes,good
none,10,Existing credits paid back duly,used car,2901,none,Less than a year,1,female_divorced/separated/married,none,4,real estate,31,none,rent,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Critical account,furniture/equipment,3617,Less than 100 DM,Greater than 7 years,1,male_single,none,4,car or other,28,none,rent,3,skilled employee,1,registered,yes,bad
none,12,Critical account,radio/television,1655,Less than 100 DM,Greater than 7 years,2,male_single,none,4,real estate,63,none,own,2,unskilled - resident,1,registered,yes,bad
Less than 0 DM,24,Existing credits paid back duly,used car,2812,none,Greater than 7 years,2,female_divorced/separated/married,none,4,real estate,26,none,rent,1,skilled employee,1,none,yes,bad
Less than 0 DM,36,Critical account,education,8065,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,2,none,25,none,own,2,self-employed/management employee,1,registered,yes,good
none,21,Critical account,used car,3275,Less than 100 DM,Greater than 7 years,1,male_single,none,4,car or other,36,none,own,1,self-employed/management employee,1,registered,yes,bad
none,24,Critical account,radio/television,2223,Btw 100 to 499 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,52,bank,own,2,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,12,Critical account,new car,1480,Btw 500 to 999 DM,unemployed,2,male_single,none,4,none,66,bank,free,3,unemployed/unskilled - non-resident,1,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,new car,1371,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee,1,none,yes,good
none,36,Critical account,new car,3535,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,4,car or other,37,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,3509,Less than 100 DM,Btw 4 to 7 years,4,female_divorced/separated/married,guarantor,1,real estate,25,none,own,1,skilled employee,1,none,yes,bad
none,36,Critical account,used car,5711,Equal or Greater than 1000 DM,Greater than 7 years,4,male_single,none,2,car or other,38,none,own,2,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,18,Existing credits paid back duly,repairs,3872,Less than 100 DM,unemployed,2,female_divorced/separated/married,none,4,car or other,67,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,39,Critical account,radio/television,4933,Less than 100 DM,Btw 4 to 7 years,2,male_single,guarantor,2,real estate,25,none,own,2,skilled employee,1,none,yes,good
none,24,Critical account,new car,1940,Equal or Greater than 1000 DM,Greater than 7 years,4,male_single,none,4,real estate,60,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,12,No credits taken,retraining,1410,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,31,none,own,1,unskilled - resident,1,registered,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,new car,836,Btw 100 to 499 DM,Less than a year,4,female_divorced/separated/married,none,2,BSSA or life insurance,23,bank,own,1,unskilled - resident,1,none,yes,good
Btw 0 to 199 DM,20,Existing credits paid back duly,used car,6468,none,unemployed,1,male_divorced/separated,none,4,real estate,60,none,own,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,18,Existing credits paid back duly,business,1941,Equal or Greater than 1000 DM,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,35,none,own,1,unskilled - resident,1,registered,yes,bad
none,22,Existing credits paid back duly,radio/television,2675,Btw 500 to 999 DM,Greater than 7 years,3,male_single,none,4,car or other,40,none,own,1,skilled employee,1,none,yes,bad
none,48,Critical account,used car,2751,none,Greater than 7 years,4,male_single,none,3,car or other,38,none,own,2,skilled employee,2,registered,yes,bad
Btw 0 to 199 DM,48,Delays in paying off,education,6224,Less than 100 DM,Greater than 7 years,4,male_single,none,4,none,50,none,free,1,skilled employee,1,none,yes,good
Less than 0 DM,40,Critical account,education,5998,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,3,none,27,bank,own,1,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,21,Existing credits paid back duly,business,1188,Less than 100 DM,Greater than 7 years,2,female_divorced/separated/married,none,4,BSSA or life insurance,39,none,own,1,skilled employee,2,none,yes,good
none,24,Existing credits paid back duly,used car,6313,none,Greater than 7 years,3,male_single,none,4,car or other,41,none,own,1,self-employed/management employee,2,registered,yes,bad
none,6,Critical account,furniture/equipment,1221,none,Btw 1 to 4 years,1,male_married/widowed,none,2,BSSA or life insurance,27,none,own,2,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,24,Existing credits paid back duly,furniture/equipment,2892,Less than 100 DM,Greater than 7 years,3,male_divorced/separated,none,4,none,51,none,free,1,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,furniture/equipment,3062,Btw 500 to 999 DM,Greater than 7 years,4,male_single,none,3,none,32,none,rent,1,skilled employee,1,registered,yes,bad
none,9,Existing credits paid back duly,furniture/equipment,2301,Btw 100 to 499 DM,Less than a year,2,female_divorced/separated/married,none,4,BSSA or life insurance,22,none,rent,1,skilled employee,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,used car,7511,none,Greater than 7 years,1,male_single,none,4,BSSA or life insurance,51,none,free,1,skilled employee,2,registered,yes,good
none,12,Critical account,furniture/equipment,1258,Less than 100 DM,Less than a year,2,female_divorced/separated/married,none,4,BSSA or life insurance,22,none,rent,2,unskilled - resident,1,none,yes,bad
none,24,Delays in paying off,new car,717,none,Greater than 7 years,4,male_married/widowed,none,4,car or other,54,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,new car,1549,none,Less than a year,4,male_single,none,2,real estate,35,none,own,1,unemployed/unskilled - non-resident,1,none,yes,bad
none,24,Critical account,education,1597,Less than 100 DM,Greater than 7 years,4,male_single,none,4,none,54,none,free,2,skilled employee,2,none,yes,bad
Btw 0 to 199 DM,18,Critical account,radio/television,1795,Less than 100 DM,Greater than 7 years,3,female_divorced/separated/married,guarantor,4,real estate,48,bank,rent,2,unskilled - resident,1,registered,yes,bad
Less than 0 DM,20,Critical account,furniture/equipment,4272,Less than 100 DM,Greater than 7 years,1,female_divorced/separated/married,none,4,BSSA or life insurance,24,none,own,2,skilled employee,1,none,yes,bad
none,12,Critical account,radio/television,976,none,Greater than 7 years,4,male_single,none,4,car or other,35,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,new car,7472,none,unemployed,1,female_divorced/separated/married,none,2,real estate,24,none,rent,1,unemployed/unskilled - non-resident,1,none,yes,bad
Less than 0 DM,36,Existing credits paid back duly,new car,9271,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,1,car or other,24,none,own,1,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,6,Existing credits paid back duly,radio/television,590,Less than 100 DM,Less than a year,3,male_married/widowed,none,3,real estate,26,none,own,1,unskilled - resident,1,none,no,bad
none,12,Critical account,radio/television,930,none,Greater than 7 years,4,male_single,none,4,real estate,65,none,own,4,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,42,All credits taken paid back duly,used car,9283,Less than 100 DM,unemployed,1,male_single,none,2,none,55,bank,free,1,self-employed/management employee,1,registered,yes,bad
Btw 0 to 199 DM,15,No credits taken,new car,1778,Less than 100 DM,Less than a year,2,female_divorced/separated/married,none,1,real estate,26,none,rent,2,unemployed/unskilled - non-resident,1,none,yes,good
Btw 0 to 199 DM,8,Existing credits paid back duly,business,907,Less than 100 DM,Less than a year,3,male_married/widowed,none,2,real estate,26,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,6,Existing credits paid back duly,radio/television,484,Less than 100 DM,Btw 4 to 7 years,3,male_married/widowed,guarantor,3,real estate,28,bank,own,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,36,Critical account,used car,9629,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,4,car or other,24,none,own,2,skilled employee,1,registered,yes,good
Less than 0 DM,48,Existing credits paid back duly,domestic appliances,3051,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,4,car or other,54,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,48,Existing credits paid back duly,new car,3931,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,4,none,46,none,free,1,skilled employee,2,none,yes,good
Btw 0 to 199 DM,36,Delays in paying off,new car,7432,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,2,BSSA or life insurance,54,none,rent,1,skilled employee,1,none,yes,bad
none,6,Existing credits paid back duly,domestic appliances,1338,Btw 500 to 999 DM,Btw 1 to 4 years,1,male_divorced/separated,none,4,real estate,62,none,own,1,skilled employee,1,none,yes,bad
none,6,Critical account,radio/television,1554,Less than 100 DM,Btw 4 to 7 years,1,female_divorced/separated/married,none,2,car or other,24,none,rent,2,skilled employee,1,registered,yes,bad
Less than 0 DM,36,Existing credits paid back duly,others,15857,Less than 100 DM,unemployed,2,male_divorced/separated,co-applicant,3,car or other,43,none,own,1,self-employed/management employee,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,1345,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,3,real estate,26,bank,own,1,skilled employee,1,none,yes,good
none,12,Existing credits paid back duly,new car,1101,Less than 100 DM,Btw 1 to 4 years,3,male_married/widowed,none,2,real estate,27,none,own,2,skilled employee,1,registered,yes,bad
Equal or Greater than 200 DM,12,Existing credits paid back duly,radio/television,3016,Less than 100 DM,Btw 1 to 4 years,3,male_married/widowed,none,1,car or other,24,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,36,Existing credits paid back duly,furniture/equipment,2712,Less than 100 DM,Greater than 7 years,2,male_single,none,2,BSSA or life insurance,41,bank,own,1,skilled employee,2,none,yes,good
Less than 0 DM,8,Critical account,new car,731,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,47,none,own,2,unskilled - resident,1,none,yes,bad
none,18,Critical account,furniture/equipment,3780,Less than 100 DM,Less than a year,3,male_divorced/separated,none,2,car or other,35,none,own,2,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,21,Critical account,new car,1602,Less than 100 DM,Greater than 7 years,4,male_married/widowed,none,3,car or other,30,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,18,Critical account,new car,3966,Less than 100 DM,Greater than 7 years,1,female_divorced/separated/married,none,4,real estate,33,bank,rent,3,skilled employee,1,registered,yes,good
none,18,No credits taken,business,4165,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,car or other,36,stores,own,2,skilled employee,2,none,yes,good
Less than 0 DM,36,Existing credits paid back duly,used car,8335,none,Greater than 7 years,3,male_single,none,4,none,47,none,free,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,48,Delays in paying off,business,6681,none,Btw 1 to 4 years,4,male_single,none,4,none,38,none,free,1,skilled employee,2,registered,yes,bad
none,24,Delays in paying off,business,2375,Btw 500 to 999 DM,Btw 1 to 4 years,4,male_single,none,2,car or other,44,none,own,2,skilled employee,2,registered,yes,bad
Less than 0 DM,18,Existing credits paid back duly,new car,1216,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,3,car or other,23,none,rent,1,skilled employee,1,registered,yes,good
Less than 0 DM,45,No credits taken,business,11816,Less than 100 DM,Greater than 7 years,2,male_single,none,4,car or other,29,none,rent,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,24,Existing credits paid back duly,radio/television,5084,none,Greater than 7 years,2,female_divorced/separated/married,none,4,car or other,42,none,own,1,skilled employee,1,registered,yes,bad
Equal or Greater than 200 DM,15,Existing credits paid back duly,radio/television,2327,Less than 100 DM,Less than a year,2,female_divorced/separated/married,none,3,real estate,25,none,own,1,unskilled - resident,1,none,yes,good
Less than 0 DM,12,No credits taken,new car,1082,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,car or other,48,bank,own,2,skilled employee,1,none,yes,good
none,12,Existing credits paid back duly,radio/television,886,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,2,car or other,21,none,own,1,skilled employee,1,none,yes,bad
none,4,Existing credits paid back duly,furniture/equipment,601,Less than 100 DM,Less than a year,1,female_divorced/separated/married,none,3,real estate,23,none,rent,1,unskilled - resident,2,none,yes,bad
Less than 0 DM,24,Critical account,used car,2957,Less than 100 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,63,none,own,2,skilled employee,1,registered,yes,bad
none,24,Critical account,radio/television,2611,Less than 100 DM,Greater than 7 years,4,male_married/widowed,co-applicant,3,real estate,46,none,own,2,skilled employee,1,none,yes,bad
Less than 0 DM,36,Existing credits paid back duly,furniture/equipment,5179,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,BSSA or life insurance,29,none,own,1,skilled employee,1,none,yes,good
none,21,Delays in paying off,used car,2993,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,real estate,28,stores,own,2,unskilled - resident,1,none,yes,bad
none,18,Existing credits paid back duly,repairs,1943,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,real estate,23,none,own,1,skilled employee,1,none,yes,good
none,24,All credits taken paid back duly,business,1559,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,4,car or other,50,bank,own,1,skilled employee,1,registered,yes,bad
none,18,Existing credits paid back duly,furniture/equipment,3422,Less than 100 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,47,bank,own,3,skilled employee,2,registered,yes,bad
Btw 0 to 199 DM,21,Existing credits paid back duly,furniture/equipment,3976,none,Btw 4 to 7 years,2,male_single,none,3,car or other,35,none,own,1,skilled employee,1,registered,yes,bad
none,18,Existing credits paid back duly,new car,6761,none,Btw 1 to 4 years,2,male_single,none,4,car or other,68,none,rent,2,skilled employee,1,none,yes,good
none,24,Existing credits paid back duly,new car,1249,Less than 100 DM,Less than a year,4,male_married/widowed,none,2,real estate,28,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,9,Existing credits paid back duly,radio/television,1364,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,4,real estate,59,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,radio/television,709,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,57,stores,own,1,unskilled - resident,1,none,yes,good
Less than 0 DM,20,Critical account,new car,2235,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,guarantor,2,BSSA or life insurance,33,bank,rent,2,skilled employee,1,none,no,good
none,24,Critical account,used car,4042,none,Btw 4 to 7 years,3,male_single,none,4,BSSA or life insurance,43,none,own,2,skilled employee,1,registered,yes,bad
none,15,Critical account,radio/television,1471,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,none,35,none,free,2,skilled employee,1,registered,yes,bad
Less than 0 DM,18,All credits taken paid back duly,new car,1442,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,4,none,32,none,free,2,unskilled - resident,2,none,yes,good
none,36,Delays in paying off,new car,10875,Less than 100 DM,Greater than 7 years,2,male_single,none,2,car or other,45,none,own,2,skilled employee,2,registered,yes,bad
none,24,Existing credits paid back duly,new car,1474,Btw 100 to 499 DM,Less than a year,4,male_married/widowed,none,3,real estate,33,none,own,1,skilled employee,1,registered,yes,bad
none,10,Existing credits paid back duly,retraining,894,none,Btw 4 to 7 years,4,female_divorced/separated/married,none,3,BSSA or life insurance,40,none,own,1,skilled employee,1,registered,yes,bad
none,15,Critical account,furniture/equipment,3343,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,none,28,none,free,1,skilled employee,1,registered,yes,bad
Less than 0 DM,15,Existing credits paid back duly,new car,3959,Less than 100 DM,Btw 1 to 4 years,3,female_divorced/separated/married,none,2,BSSA or life insurance,29,none,own,1,skilled employee,1,registered,yes,good
none,9,Existing credits paid back duly,new car,3577,Btw 100 to 499 DM,Btw 1 to 4 years,1,male_single,guarantor,2,real estate,26,none,rent,1,skilled employee,2,none,no,bad
none,24,Critical account,used car,5804,Equal or Greater than 1000 DM,Btw 1 to 4 years,4,male_single,none,2,real estate,27,none,own,2,skilled employee,1,none,yes,bad
none,18,Delays in paying off,business,2169,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,2,car or other,28,none,own,1,skilled employee,1,registered,yes,good
Less than 0 DM,24,Existing credits paid back duly,radio/television,2439,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee,1,registered,yes,good
none,27,Critical account,furniture/equipment,4526,Equal or Greater than 1000 DM,Less than a year,4,male_single,none,2,real estate,32,stores,own,2,unskilled - resident,2,registered,yes,bad
none,10,Existing credits paid back duly,furniture/equipment,2210,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,25,bank,rent,1,unskilled - resident,1,none,yes,good
none,15,Existing credits paid back duly,furniture/equipment,2221,Btw 500 to 999 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,4,car or other,20,none,rent,1,skilled employee,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,radio/television,2389,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,car or other,27,stores,own,1,skilled employee,1,none,yes,bad
none,12,Critical account,furniture/equipment,3331,Less than 100 DM,Greater than 7 years,2,male_single,none,4,BSSA or life insurance,42,stores,own,1,skilled employee,1,none,yes,bad
none,36,Existing credits paid back duly,business,7409,none,Greater than 7 years,3,male_single,none,2,BSSA or life insurance,37,none,own,2,skilled employee,1,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,652,Less than 100 DM,Greater than 7 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,24,none,rent,1,skilled employee,1,none,yes,bad
none,36,Delays in paying off,furniture/equipment,7678,Btw 500 to 999 DM,Btw 4 to 7 years,2,female_divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee,1,registered,yes,bad
Equal or Greater than 200 DM,6,Critical account,new car,1343,Less than 100 DM,Greater than 7 years,1,male_single,none,4,real estate,46,none,own,2,skilled employee,2,none,no,bad
Less than 0 DM,24,Critical account,business,1382,Btw 100 to 499 DM,Btw 4 to 7 years,4,male_single,none,1,real estate,26,none,own,2,skilled employee,1,registered,yes,bad
none,15,Existing credits paid back duly,domestic appliances,874,none,Less than a year,4,female_divorced/separated/married,none,1,real estate,24,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,3590,Less than 100 DM,Btw 1 to 4 years,2,male_single,co-applicant,2,BSSA or life insurance,29,none,own,1,unskilled - resident,2,none,yes,bad
Btw 0 to 199 DM,11,Critical account,new car,1322,Equal or Greater than 1000 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,car or other,40,none,own,2,skilled employee,1,none,yes,bad
Less than 0 DM,18,All credits taken paid back duly,radio/television,1940,Less than 100 DM,Less than a year,3,male_single,co-applicant,4,none,36,bank,free,1,self-employed/management employee,1,registered,yes,bad
none,36,Existing credits paid back duly,radio/television,3595,Less than 100 DM,Greater than 7 years,4,male_single,none,2,car or other,28,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,9,Existing credits paid back duly,new car,1422,Less than 100 DM,Less than a year,3,male_single,none,2,none,27,none,free,1,self-employed/management employee,1,registered,yes,good
none,30,Critical account,radio/television,6742,none,Btw 4 to 7 years,2,male_single,none,3,BSSA or life insurance,36,none,own,2,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,used car,7814,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,3,car or other,38,none,own,1,self-employed/management employee,1,registered,yes,bad
none,24,Existing credits paid back duly,used car,9277,none,Btw 1 to 4 years,2,male_divorced/separated,none,4,none,48,none,free,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,30,Critical account,new car,2181,none,Greater than 7 years,4,male_single,none,4,real estate,36,none,own,2,skilled employee,1,none,yes,bad
none,18,Critical account,radio/television,1098,Less than 100 DM,unemployed,4,female_divorced/separated/married,none,4,car or other,65,none,own,2,unemployed/unskilled - non-resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,furniture/equipment,4057,Less than 100 DM,Btw 4 to 7 years,3,male_divorced/separated,none,3,car or other,43,none,own,1,skilled employee,1,registered,yes,good
Less than 0 DM,12,Existing credits paid back duly,education,795,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,BSSA or life insurance,53,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,24,Critical account,business,2825,none,Btw 4 to 7 years,4,male_single,none,3,none,34,none,own,2,skilled employee,2,registered,yes,bad
Btw 0 to 199 DM,48,Existing credits paid back duly,business,15672,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,car or other,23,none,own,1,skilled employee,1,registered,yes,good
none,36,Critical account,new car,6614,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,34,none,own,2,self-employed/management employee,1,registered,yes,bad
none,28,All credits taken paid back duly,used car,7824,none,Less than a year,3,male_single,guarantor,4,real estate,40,bank,rent,2,skilled employee,2,registered,yes,bad
Less than 0 DM,27,Critical account,business,2442,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,43,stores,own,4,self-employed/management employee,2,registered,yes,bad
none,15,Critical account,radio/television,1829,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,46,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,12,Critical account,new car,2171,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,4,BSSA or life insurance,38,bank,own,2,unskilled - resident,1,none,no,bad
Btw 0 to 199 DM,36,Critical account,used car,5800,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,4,car or other,34,none,own,2,skilled employee,1,registered,yes,bad
none,18,Critical account,radio/television,1169,none,Btw 1 to 4 years,4,male_single,none,3,BSSA or life insurance,29,none,own,2,skilled employee,1,registered,yes,bad
none,36,Delays in paying off,used car,8947,none,Btw 4 to 7 years,3,male_single,none,2,car or other,31,stores,own,1,self-employed/management employee,2,registered,yes,bad
Less than 0 DM,21,Existing credits paid back duly,radio/television,2606,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,4,BSSA or life insurance,28,none,rent,1,self-employed/management employee,1,registered,yes,bad
none,12,Critical account,furniture/equipment,1592,Equal or Greater than 1000 DM,Btw 4 to 7 years,3,female_divorced/separated/married,none,2,BSSA or life insurance,35,none,own,1,skilled employee,1,none,no,bad
none,15,Existing credits paid back duly,furniture/equipment,2186,none,Btw 4 to 7 years,1,female_divorced/separated/married,none,4,real estate,33,bank,rent,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,18,Existing credits paid back duly,furniture/equipment,4153,Less than 100 DM,Btw 1 to 4 years,2,male_single,co-applicant,3,car or other,42,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,16,Critical account,new car,2625,Less than 100 DM,Greater than 7 years,2,male_single,guarantor,4,BSSA or life insurance,43,bank,rent,1,skilled employee,1,registered,yes,good
none,20,Critical account,new car,3485,none,Less than a year,2,male_divorced/separated,none,4,real estate,44,none,own,2,skilled employee,1,registered,yes,bad
none,36,Critical account,used car,10477,none,Greater than 7 years,2,male_single,none,4,none,42,none,free,2,skilled employee,1,none,yes,bad
none,15,Existing credits paid back duly,radio/television,1386,none,Btw 1 to 4 years,4,male_married/widowed,none,2,real estate,40,none,rent,1,skilled employee,1,registered,yes,bad
none,24,Existing credits paid back duly,radio/television,1278,Less than 100 DM,Greater than 7 years,4,male_single,none,1,real estate,36,none,own,1,self-employed/management employee,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,radio/television,1107,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,20,none,rent,1,self-employed/management employee,2,registered,yes,bad
Less than 0 DM,21,Existing credits paid back duly,new car,3763,none,Btw 4 to 7 years,2,male_single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,bad
Btw 0 to 199 DM,36,Existing credits paid back duly,education,3711,none,Btw 1 to 4 years,2,male_married/widowed,none,2,car or other,27,none,own,1,skilled employee,1,none,yes,bad
none,15,Delays in paying off,used car,3594,Less than 100 DM,Less than a year,1,female_divorced/separated/married,none,2,BSSA or life insurance,46,none,own,2,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,9,Existing credits paid back duly,new car,3195,none,Btw 1 to 4 years,1,female_divorced/separated/married,none,2,real estate,33,none,own,1,unskilled - resident,1,none,yes,bad
none,36,Delays in paying off,radio/television,4454,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,real estate,34,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,24,Critical account,furniture/equipment,4736,Less than 100 DM,Less than a year,2,female_divorced/separated/married,none,4,car or other,25,bank,own,1,unskilled - resident,1,none,yes,good
Btw 0 to 199 DM,30,Existing credits paid back duly,radio/television,2991,none,Greater than 7 years,2,female_divorced/separated/married,none,4,car or other,25,none,own,1,skilled employee,1,none,yes,bad
none,11,Existing credits paid back duly,business,2142,Equal or Greater than 1000 DM,Greater than 7 years,1,male_divorced/separated,none,2,real estate,28,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,24,All credits taken paid back duly,business,3161,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,31,none,rent,1,skilled employee,1,registered,yes,good
Btw 0 to 199 DM,48,No credits taken,others,18424,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,2,BSSA or life insurance,32,bank,own,1,self-employed/management employee,1,registered,no,good
none,10,Existing credits paid back duly,used car,2848,Btw 100 to 499 DM,Btw 1 to 4 years,1,male_single,co-applicant,2,real estate,32,none,own,1,skilled employee,2,none,yes,bad
Less than 0 DM,6,Existing credits paid back duly,new car,14896,Less than 100 DM,Greater than 7 years,1,male_single,none,4,none,68,bank,own,1,self-employed/management employee,1,registered,yes,good
Less than 0 DM,24,Existing credits paid back duly,furniture/equipment,2359,Btw 100 to 499 DM,unemployed,1,male_divorced/separated,none,1,BSSA or life insurance,33,none,own,1,skilled employee,1,none,yes,good
